,name,city,state,twitter_handle
34615,Modern Group,Scottsdale,AZ,HistModBioMed
34616,McDonald's,Phoenix,AZ,McDonalds
34617,Hollywood Theater,Pittsburgh,PA,SacredFoolsLA
34618,Winchell's Donut House,Las Vegas,NV,WinchellsDonuts
34619,Urban Craft,Tempe,AZ,craft_curiosity
34620,Premier Property Management,Henderson,NV,TheLondonMgtCo
34621,Cherry Lash,Henderson,NV,Cherry_Lash
34622,BellissiMoto,Las Vegas,NV,Bellissimoto
34623,Veterans Auto,Tempe,AZ,David_Redshaw
34624,Genius Monkey,Tempe,AZ,geniusmonkeylab
34625,No Regrets Tattoo Parlor,Tempe,AZ,NoRegretsParlor
34626,CVS Pharmacy,Chandler,AZ,cvspharmacy
34627,Backyard Connection,Henderson,NV,BackyardConnect
34628,Taxanista,Mesa,AZ,taxanista
34629,Guardian Protection Services,Phoenix,AZ,GuardianProtec6
34630,Race & Sports Book,Las Vegas,NV,NYNYSportsBook
34631,Subway,Las Vegas,NV,SUBWAY
34632,Center For Dermatology & Plastic Surgery,Scottsdale,AZ,Retiefskin
34633,Sushi Twister,Las Vegas,NV,sushitwister
34634,Hilton Grand Vacations,Las Vegas,NV,HiltonGrandVac
34635,Autozone,Phoenix,AZ,autozone
34636,All Star Window Cleaning,Gilbert,AZ,Court5allette
34637,Angel Hands,Las Vegas,NV,HeikkiRotko
34638,Revival Art Collective,Phoenix,AZ,TOartRevival
34639,Frys,Phoenix,AZ,fryselectronics
34640,Baobab Theater,Las Vegas,NV,baobabtheater
34641,Bar 11,Pittsburgh,PA,11thStBar
34642,Shalimar Hotel,Las Vegas,NV,BglGoldAlert
34643,Living Wellness Medical Center,Phoenix,AZ,TangCenterCal
34644,Lou Malnati's Pizzeria,Phoenix,AZ,LouMalnatis
34645,Circle K,Chandler,AZ,CircleKStores
34646,Central Towing,Phoenix,AZ,CtrlCstTowingLA
34647,Nail Connection,Henderson,NV,info_tnc
34648,Evil Swine BBQ,Pittsburgh,PA,evilswinebbq
34649,Body In Balance Yoga,Chandler,AZ,libbylimon
34650,Little Caesars Pizza,Phoenix,AZ,littlecaesarsmx
34651,Popeyes Louisiana Kitchen,Scottsdale,AZ,PopeyesChicken
34652,Papa Murphy's,Scottsdale,AZ,papamurphys
34653,Stanley Steemer,Phoenix,OR,stanleysteemer
34654,Chipotle Mexican Grill,Scottsdale,AZ,ChipotleTweets
34655,Hobby Lobby,Mesa,AZ,HobbyLobby
34656,Desert Financial Credit Union,Phoenix,AZ,DesertFinancial
34657,Tuesday Morning,Henderson,NV,TuesdayMorning
34658,PostNet,Henderson,NV,PostNet
34659,Renu Skin Care,Chandler,AZ,RenusSkinCare
34660,Party City,Charlotte,NC,PartyCity
34661,Silverfox Limos,Charlotte,NC,SilverfoxLimos
34662,MyEyeDr,Charlotte,NC,MyEyeDr
34663,Yogurt In,Las Vegas,NV,orangeleaf
34664,Apostrophe Lounge,Charlotte,NC,Apostrophe_QC
34665,Charlotte Endodontics,Charlotte,NC,SouthCharlotte4
34666,Orange Realty Group,Las Vegas,NV,URGFL
34667,Simple Cremation,Henderson,NV,PACremation
34668,Discount Tire,Las Vegas,NV,DiscountTire
34669,Morrow Park,Pittsburgh,PA,ConorMcMorrow
34670,Mazzeo Law,Las Vegas,NV,MazzeoPILaw
34671,Super Mario Tires,Las Vegas,NV,Jeux_Mario
34672,Fitness MO,Gilbert,AZ,SMARTFitnessPro
34673,ATI Physical Therapy,Las Vegas,NV,ATIPT
34674,Pecos Park,Phoenix,AZ,PecosParkArt
34675,JG Jewelers,Scottsdale,AZ,JGJewels2015
34676,Toothology,Scottsdale,AZ,toothology
34677,Diamondback Drugs,Scottsdale,AZ,DiamondbackDrug
34678,Mexican Imports,Scottsdale,AZ,Artelexia
34679,Just Fresh,Charlotte,NC,JustKekeBET
34680,Coconut Cleaning,Chandler,AZ,coconutcleaning
34681,Taco Bell,Las Vegas,NV,tacobell
34682,Main Street Billiards,Mesa,AZ,MainStreetB
34683,Data Doctors,Scottsdale,AZ,TheDataDoc
34684,The Cove Apartments,Phoenix,AZ,CoveApartments
34685,Family Run Roofing,Las Vegas,NV,BraisbyRoofing
34686,Heritage Window & Doors,Gilbert,AZ,Windowsbespoke
34687,Paychex,Phoenix,AZ,Paychex
34688,A Nail Spa,Las Vegas,NV,ZAZAnailspa
34689,Simply Tan,Mesa,AZ,SimplyTan24
34690,Marshalls,Las Vegas,NV,marshalls
34691,Ink and Paper Printing,Las Vegas,NV,Pittcraft
34692,MD Laser Med Spa,Las Vegas,NV,MDLaserCenter
34693,Autobell Car Wash,Charlotte,NC,AutobellCarWash
34694,Johnny Rockets,Las Vegas,NV,JohnnyRockets
34695,Grand Lux Cafe,Las Vegas,NV,Cheesecake
34696,Vegas Ink,Las Vegas,NV,RobRuckusVegas
34697,Palio,Las Vegas,NV,SienaPalio
34698,Social Nail Bar,Henderson,NV,EishelCH
34699,Kadampa Meditation Center,Charlotte,NC,kmctexas
34700,Quattro Pizza,Pittsburgh,PA,QuattroGoombas
34701,Shear NV,Las Vegas,NV,GhazaL_BaZar
34702,Monarch,Charlotte,NC,Monarch
34703,Doctor  Hummus,Tempe,AZ,DoctorHummus
34704,B&B AutoWerks,Tempe,AZ,BDAutoWerks
34705,Pop's Barbershop,Phoenix,AZ,pops_barbershop
34706,Surf Inn,Charlotte,NC,BowgieInn
34707,Jason's Deli,Chandler,AZ,jasonsdeli
34708,Jos. A. Bank,Chandler,AZ,JosABank
34709,Otaku,Chandler,AZ,TokyoOtakuMode
34710,Compass Christian Church,Chandler,AZ,compassazchurch
34711,VIP Unlimited,Las Vegas,NV,VIPUNLTD
34712,Expert Assistants,Phoenix,AZ,OnlineBusinesVA
34713,Public Storage,Phoenix,AZ,PublicStorage
34714,Humane Society of Charlotte,Charlotte,NC,humanecharlotte
34715,Marzocchi Imports,Gilbert,AZ,MarzocchiImport
34716,Fine Wine & Good Spirits,Pittsburgh,PA,PAWineSpirits
34717,Bridges Preschool,Gilbert,AZ,BRiDGESECE
34718,Tina's,Pittsburgh,PA,TinaSmithMN
34719,VIP Smart Storage,Gilbert,AZ,VipStorage
34720,Cookie Cutters Haircuts for Kids,Gilbert,AZ,Kidscuts_Clt
34721,Lyft,Phoenix,AZ,lyft
34722,Target,Scottsdale,AZ,Target
34723,Ali Baba Cuisine,Las Vegas,NV,AliBabaCuisine_
34724,Thai Taste,Las Vegas,NV,ThaiTasteUK
34725,Cue Club,Las Vegas,NV,MillCueClub
34726,Seamus McCaffrey's,Phoenix,AZ,SeamusMcCaffrey
34727,METRO light rail,Phoenix,AZ,MetroReportInt
34728,ProTan USA,Phoenix,AZ,cody_montgomery
34729,Wholesome Foods,Phoenix,AZ,FarmRichSnacks
34730,Zoyo Neighborhood Yogurt,Chandler,AZ,zoyogurt
34731,B + Co,Charlotte,NC,iamcardib
34732,Killer Sound,Las Vegas,NV,Starofkings
34733,Royalty Towing,Las Vegas,NV,RoyaltyTowing
34734,FOR THE PEOPLE,Phoenix,AZ,ForThePeopleABC
34735,Jackson Hewitt Tax Service,Henderson,NV,jacksonhewitt
34736,Taco Bell,Scottsdale,AZ,tacobell
34737,Yogis Grill,Mesa,AZ,YogisFtWorth
34738,Brett James Salon,Pittsburgh,PA,BrettJamesSalon
34739,AT&T Authorized Retailer,Mesa,AZ,springmobile
34740,Piece of Cake Desserts,Gilbert,AZ,shortnorthcake
34741,Lululemon Athletica,Las Vegas,NV,lululemon
34742,Pearl Factory,Las Vegas,NV,PILakeTahoe
34743,Starbucks,Las Vegas,NV,Starbucks
34744,Paul Mitchell The School Las Vegas,Las Vegas,NV,LasVegasPMTS
34745,The Wax Whisperer,Gilbert,AZ,charmin504
34746,US Post Office,Pittsburgh,PA,USPS
34747,Sarah Cote,Charlotte,NC,misscotereads
34748,Salon Salon,Charlotte,NC,Salon
34749,Cuddles,Scottsdale,AZ,TehCuddleBox
34750,Shell,Las Vegas,NV,Shell
34751,The Habit Burger Grill,Scottsdale,AZ,habitburger
34752,The Beatles Shop,Las Vegas,NV,TheBeatlesShop
34753,Romano's Macaroni Grill,Charlotte,NC,MacaroniGrill
34754,Bento Box,Phoenix,AZ,BentoBoxEnt
34755,Galaxy Pilates,Las Vegas,NV,dantzelcherry
34756,Vida Vida,Charlotte,NC,VIDA_STARZ
34757,Studio 8 Ten,Las Vegas,NV,studio_ten
34758,Apex Medical Center,Las Vegas,NV,medical_apex
34759,Marriage Can Be Murder,Las Vegas,NV,LVMurderMystery
34760,The Fountain Apartments,Phoenix,AZ,Fountain_Court
34761,Brake Masters,Scottsdale,AZ,Brake_Masters
34762,Amazing Wok,Charlotte,NC,amazing_wok
34763,Smoothie King,Charlotte,NC,SmoothieKing
34764,Ori'Zaba's Scratch Mexican Grill,Las Vegas,NV,zabas
34765,Oyster Bar,Las Vegas,NV,HanksOysterBar
34766,Happy Nails,Pittsburgh,PA,HappyNailsDeise
34767,Chinatown Inn,Pittsburgh,PA,CIChinatown
34768,J Jill,Scottsdale,AZ,JSeymourUKIP
34769,Sea Level NC,Charlotte,NC,sealevelnc
34770,Maximum Audio Video,Las Vegas,NV,MaximumAudioVid
34771,Saks OFF 5TH,Scottsdale,AZ,SaksOFF5TH
34772,De Anza Capital,Scottsdale,AZ,WAREFinancing
34773,West Coast Tire,Mesa,AZ,WestCoastTireLA
34774,Circle K,Phoenix,AZ,CircleKStores
34775,Denali Real Estate,Mesa,AZ,Denali_re
34776,Reflection Dental,Las Vegas,NV,21220Reflection
34777,Power Birth,Las Vegas,NV,OrgasmicBirth
34778,Independent Electric,Scottsdale,AZ,ElectricBham
34779,The Barn Door Store,Scottsdale,AZ,TheBarnDoorStor
34780,Transmission Wholesale,Las Vegas,NV,TriStateGT
34781,Haven Craft,Las Vegas,NV,CraftHavenLLC
34782,Las Sendas Golf Club,Mesa,AZ,lassendasgc
34783,FreeStyle CrossFit,Las Vegas,NV,JumpNRope
34784,Pio Pio,Charlotte,NC,OCFA_PIO
34785,Artesian Spas,Las Vegas,NV,artesian_spas
34786,Kings Towing,Las Vegas,NV,KingsTowingTn
34787,ALDI,Pittsburgh,PA,AldiUK
34788,Fujiyama,Charlotte,NC,tezumashi
34789,Mail Vault,Scottsdale,AZ,VaultGin
34790,Regal Nails,Mesa,AZ,RegalNails_Spa
34791,7-Eleven,Las Vegas,NV,7eleven
34792,Brooks Brothers,Pittsburgh,OH,BrooksBrothers
34793,Walgreens,Las Vegas,NV,Walgreens
34794,Associated Inspectors,Las Vegas,NV,AssociatedInsp1
34795,Famous Footwear,Phoenix,AZ,FamousFootwear
34796,Jay Goldman,Phoenix,AZ,jaygoldman
34797,Carvel Ice Cream,Mesa,AZ,CarvelIceCream
34798,Tune It,Phoenix,AZ,tearsdeluxe
34799,Sani-Products Pest Control,Pittsburgh,PA,SaniProducts
34800,Jiffy Lube,Henderson,NV,jiffylube
34801,PGA Store,Las Vegas,NV,ChgstoreUk
34802,Yogis Grill,Mesa,AZ,YogisFtWorth
34803,Planet Smoothie,Mesa,AZ,TastiPlanet_SM
34804,The Snap Lounge,Phoenix,AZ,Alepe__
34805,The Angry Butcher,Las Vegas,NV,AngryButcherLV
34806,Tin Works,Scottsdale,AZ,Cornwall_Gold
34807,NOA Spa & Nails,Charlotte,NC,NoaNailsSpa
34808,Port of Subs,Las Vegas,NV,PortofSubs_LV
34809,Southend Hair Studio,Charlotte,NC,CLHairArtStudio
34810,Starbucks,Mesa,AZ,Starbucks
34811,P.F. Chang's,Mesa,AZ,PFChangs
34812,Whole Foods Market,Chandler,AZ,WholeFoods
34813,Tropical Smoothie Cafe,Mesa,AZ,TSmoothieCafe
34814,Chase Bank,Mesa,AZ,Chase
34815,Nocturnal Tours,Las Vegas,NV,NocturnalTours
34816,Country Club Towers,Las Vegas,NV,towers2and3
34817,IHOP,Gilbert,AZ,IHOP
34818,Guns 2 Ammo,Mesa,AZ,Dstroyr_U2b
34819,Foxy Photography,Las Vegas,NV,PhotoFoxy
34820,Denny's,Las Vegas,NV,DennysDiner
34821,Nunsense,Las Vegas,NV,nunsense3
34822,7-Eleven,Gilbert,AZ,7eleven
34823,Denny's,Tempe,AZ,DennysDiner
34824,Starbucks,Gilbert,AZ,Starbucks
34825,SimonMed Imaging,Phoenix,AZ,SimonMedImaging
34826,uBreakiFix,Phoenix,AZ,uBreakiFix
34827,VIP Barber Shop,Phoenix,AZ,VipBarberShop_
34828,Villa Montessori,Phoenix,AZ,VMPLeesburg
34829,Subway,Phoenix,AZ,SUBWAY
34830,Mr. Cooker,Las Vegas,NV,mr_Hk_
34831,U Save Electric,Phoenix,AZ,usavelectric
34832,Blacklight Slide,Las Vegas,NV,BlacklightSlide
34833,Circle K,Las Vegas,NV,CircleKStores
34834,Angelic Grove,Phoenix,AZ,AngelicGrove
34835,Ak-Chin Pavilion,Phoenix,AZ,AkChinPavilion
34836,Kitchen Sink Studios,Phoenix,AZ,kitchensinkinc
34837,Integrity Clean,Scottsdale,AZ,afin_giz
34838,US Vanlines,Las Vegas,NV,us1vanlines
34839,The Watering Hole,Chandler,AZ,W_hole_Cornwall
34840,The Home Depot,Pittsburgh,PA,HomeDepot
34841,O'reilly Auto Parts,Scottsdale,AZ,oreillyauto
34842,The Barbers Inn,Pittsburgh,PA,_TheBarbersInn
34843,Party Pros,Henderson,NV,thepartypros
34844,Starbucks,Las Vegas,NV,Starbucks
34845,Fallas,Phoenix,AZ,HasselFallas
34846,Bojangles' Famous Chicken 'n Biscuits,Charlotte,NC,Bojangles1977
34847,Dunkin' Donuts,Charlotte,NC,dunkindonuts
34848,Baja Fresh,Las Vegas,NV,BajaFresh
34849,Your Pampered Pets,Mesa,AZ,PamperedPetEtsy
34850,Cryoworld Therapy,Phoenix,AZ,cryoworldaz
34851,Mo's Race Day Cafe,Las Vegas,NV,MosRaceDayCafe
34852,7-Eleven,Las Vegas,NV,7eleven
34853,Stonegate,Mesa,AZ,StonegatePrin
34854,Portraits USA,Mesa,AZ,TacksharpUSA
34855,Mariscos Chihuahua,Phoenix,AZ,mchihuahuanog
34856,McDonald's,Phoenix,AZ,McDonalds
34857,Floor Depot,Chandler,AZ,Floordepot_
34858,Dollar Tree,Charlotte,NC,DollarTree
34859,True Religion,Scottsdale,AZ,TrueReligion
34860,Cupcake Love-In,Scottsdale,AZ,FrostedFrenzy
34861,One North Scottsdale,Scottsdale,AZ,1_n_scottsdale
34862,City Works - Pittsburgh,Pittsburgh,PA,PLANPGH
34863,Energy Air,Mesa,AZ,NEI
34864,Agave Music,Phoenix,AZ,benofonte
34865,TJ Maxx,Mesa,AZ,tjmaxx
34866,Batteries Plus Bulbs,Mesa,AZ,batteriesplus
34867,A+ Coin Laundry,Chandler,AZ,CoinLaundryAssn
34868,Great Clips,Chandler,AZ,GreatClips
34869,Sisters Cleaning Service,Las Vegas,NV,sistersservices
34870,OBON Sushi Bar Ramen,Scottsdale,AZ,ObonSushi
34871,The Scoop,Pittsburgh,PA,Ehmee
34872,East Valley Nissan,Mesa,AZ,EValleyNissan
34873,Head To Toe Therapy,Phoenix,AZ,RedRavenTherapy
34874,Cali Nails,Phoenix,AZ,MyNailsByRaven
34875,Vue Bar,Las Vegas,NV,VueStreetBar
34876,Oasis at Gold Spike,Las Vegas,NV,OasisatGS
34877,Cost Less Furniture,Phoenix,AZ,CostLessFurni
34878,Vegas Valley Motors,Las Vegas,NV,vvmautos
34879,Components Electronics Systems,Gilbert,AZ,PowerElecTech
34880,Starbucks,Phoenix,AZ,Starbucks
34881,Fitwall,Scottsdale,AZ,fitwall
34882,Thai Basil Signature,Scottsdale,AZ,Thaibasilsignat
34883,Aces Tax,Las Vegas,NV,servicetaxaces
34884,T-Mobile,Phoenix,AZ,TMobile
34885,Classy Closets,Scottsdale,AZ,ClassyClosetsUS
34886,CVS Pharmacy,Charlotte,NC,cvspharmacy
34887,Taco Bell,Las Vegas,NV,tacobell
34888,Bath & Body Works,Phoenix,AZ,bathbodyworks
34889,Dana's Bakery,Pittsburgh,PA,DanasBakery
34890,Old Navy,Charlotte,NC,OldNavy
34891,Banfield Pet Hospital,Henderson,NV,BrianGarish
34892,Leena's Food Truck,Pittsburgh,PA,leenasfoodtruck
34893,Enterprise Rent-A-Car,Phoenix,AZ,Enterprise
34894,Lazy Dog Grooming,Henderson,NV,LazyDogGrooming
34895,Tuscany Grill,Henderson,NV,tuscanygrill
34896,Gray's College Bookstore,Charlotte,NC,GraysBooksUNCC
34897,The Wedding Chapel,Las Vegas,NV,ChapelDulcinea
34898,Thomas & Mack Center,Las Vegas,NV,UNLVtickets
34899,The Evening Muse,Charlotte,NC,theeveningmuse
34900,Janet Kirkman,Scottsdale,AZ,JanetKirkman1
34901,DICK'S Sporting Goods,Scottsdale,AZ,DICKS
34902,Groom Room,Las Vegas,NV,groomroomnash
34903,Kowalski Lynn MD,Las Vegas,NV,LynnKowalskiMD
34904,Ha Thomas Dr,Las Vegas,NV,dr_duckie
34905,John Collier,Las Vegas,NV,DIHarryBatt
34906,Brown Masonry,Las Vegas,NV,CBrownMasonry
34907,Office Depot,Las Vegas,NV,officedepot
34908,Starbucks,Scottsdale,AZ,Starbucks
34909,Scooter Stop,Las Vegas,NV,biiebervocals
34910,Circle K,Phoenix,AZ,CircleKStores
34911,Kaia Fit Las Vegas,Las Vegas,NV,KaiaFITLV
34912,Wendy's,Pittsburgh,PA,Wendys
34913,Village Inn,Phoenix,AZ,WaltDisneyWorld
34914,Supercuts,Las Vegas,NV,Supercuts
34915,Carson Kitchen,Las Vegas,NV,CarsonKitchen
34916,Piper Glen Animal Hospital,Charlotte,NC,piperglenvet
34917,LV Food Junky,Las Vegas,NV,LVFoodJunky
34918,Slice of Chicago,Chandler,AZ,sliceof_chicago
34919,Liberty Performance Training,Phoenix,AZ,WLCollegeofEd
34920,Gypsy05,Las Vegas,NV,Gypsy05
34921,Cvs Pharmacy,Chandler,AZ,cvspharmacy
34922,Arcadia Pilates,Phoenix,AZ,ArcadiaPilates
34923,Palm Beach Tan,Scottsdale,AZ,PalmBeachTan
34924,Walker Furniture,Las Vegas,NV,walkerfurniture
34925,Pomegranate Cafe,Phoenix,AZ,P0megranateCafe
34926,Grid Bike Share,Phoenix,AZ,GridBikes
34927,CASH 1 Loans,Phoenix,AZ,cash1loans
34928,Cork and Thorn,Las Vegas,NV,corkandthorn
34929,Launch Business Solutions,Tempe,AZ,revITupnow
34930,TGI Fridays,Las Vegas,NV,TGIFridays
34931,Cigarbox,Las Vegas,NV,tcb_greg
34932,Design & Stone International,Phoenix,AZ,Emma_Stone2020
34933,Wendy's,Henderson,NV,Wendys
34934,AZ Chiro Care,Scottsdale,AZ,AdvChiroCareAZ
34935,Jersey Mike's Subs,Scottsdale,AZ,jerseymikes
34936,Moneytree,Las Vegas,NV,MoneytreeInc
34937,Focus Plumbing,Las Vegas,NV,TecInc
34938,Scootaround,Las Vegas,NV,Scootaround
34939,SLICE on Broadway,Pittsburgh,PA,Pgh_Slice
34940,Assuredimaging,Scottsdale,AZ,assuredimaging
34941,Sarku Japan,Pittsburgh,PA,SarkuJapan
34942,Salon Vivace,Pittsburgh,PA,SalonVivace
34943,On the Spot!,Henderson,NV,TheGoodDinosaur
34944,Midas,Henderson,NV,midaspromotions
34945,Vegas Hot Spots,Las Vegas,NV,VegasTripExpert
34946,Copy Cat Printing,Charlotte,NC,copycatRVA
34947,Flair! Salons,Gilbert,AZ,TheMobilePawSpa
34948,O'reilly Auto Parts,Phoenix,AZ,oreillyauto
34949,Safeway,Phoenix,AZ,Safeway
34950,Smile Right Dental,Charlotte,NC,therightsmile
34951,Rice King,Pittsburgh,PA,BrandonRice22
34952,Dahn Automotive,Chandler,AZ,dahnautomotive
34953,Subway,Chandler,AZ,SUBWAY
34954,Jostens,Chandler,AZ,Jostens
34955,Twenty6,Phoenix,AZ,TWENTY6Magazine
34956,Spread the Word Nevada,Henderson,NV,plang813
34957,In-Home Appliance Service,Scottsdale,AZ,apscoappliance
34958,Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,PIHMAAcupunctur
34959,Jump n Bounce,Henderson,NV,JumpNBounce
34960,Maximum Fitness,Scottsdale,AZ,MaxFitVacaville
34961,Bose,Las Vegas,NV,Bose
34962,See's Candies,Las Vegas,NV,seescandies
34963,BRAVO! Cucina Italiana,Pittsburgh,PA,Bravo_Italian
34964,Vino Volo,Pittsburgh,PA,vinovolo
34965,OfficeMax,Charlotte,NC,OfficeMax
34966,Ish Salon,Phoenix,AZ,ish24Salon
34967,Snap Fitness,Las Vegas,NV,snapfitness
34968,Regal Nails,Tempe,AZ,RegalNails_Spa
34969,"Jeannie Khavkin, MD",Las Vegas,NV,KHAVKINSurgery
34970,MountainBased,Las Vegas,NV,mountainbased
34971,Trend Vape,Phoenix,AZ,ElegoMall
34972,Save On Beer,Pittsburgh,PA,BrewDogJames
34973,Alamo Rent A Car,Pittsburgh,PA,Alamo
34974,EZ Money Pawn,Phoenix,AZ,EZMoneyPawnCT
34975,ProStyles Barbershop,Phoenix,AZ,ProStylesBarber
34976,Terrible Herbst,Las Vegas,NV,TerribleHerbst
34977,PHOENIX magazine,Scottsdale,AZ,phoenixmagazine
34978,Subway,Las Vegas,NV,SUBWAY
34979,CastleGate Electric,Scottsdale,AZ,CG_Electric
34980,Pinkberry,Las Vegas,NV,Pinkberry
34981,Vehicle Wraps Vegas,Las Vegas,NV,omgwraps
34982,Subway,Las Vegas,NV,SUBWAY
34983,Hush Hush Shoot,Las Vegas,NV,HushHushShoot
34984,Pink Ladies Maids,Las Vegas,NV,PinkLadiesMaids
34985,All City Cars & Limo,Charlotte,NC,allcitytranspo
34986,Circle K,Phoenix,AZ,CircleKStores
34987,Taco Bell,Chandler,AZ,tacobell
34988,QuikTrip,Phoenix,AZ,QuikTrip
34989,Union Hills Estates,Phoenix,AZ,UnionHillsApt
34990,Crisp,Charlotte,NC,Coco_Crisp
34991,Subway,Phoenix,AZ,SUBWAY
34992,Vegas All Net Radio,Las Vegas,NV,VANR_LV
34993,Lanier Parking,Phoenix,AZ,lanierparking
34994,Goodfellas Used Cars,Mesa,AZ,GoodfellasUC
34995,Public Storage,Phoenix,AZ,PublicStorage
34996,Realty Sign Co,Phoenix,AZ,realtysignco
34997,Hideaway Lake,Charlotte,NC,hawl_club
34998,T's Restaurant & Lounge,Pittsburgh,PA,PollysandTobys
34999,Harris Teeter,Charlotte,NC,HarrisTeeter
35000,Fry's Electronics,Phoenix,AZ,fryselectronics
35001,Dreadnought Comics,Phoenix,AZ,fuzzytypewriter
35002,Tempe Diablo Stadium,Tempe,AZ,DiabloStadium
35003,Clark County Credit Union,Las Vegas,NV,CCCULV
35004,Sweet & Sassy Cakes,Phoenix,AZ,SweetSassyCake1
35005,The Ruff Life,Charlotte,NC,Rufflifephilly
35006,Chop Shop Salad Shop,Pittsburgh,PA,choppedsalads
35007,SolarCity,Las Vegas,NV,solarcity
35008,Papillon Dermatology,Mesa,AZ,PapillonDermAZ
35009,Bath & Body Works,Las Vegas,NV,bathbodyworks
35010,Departures Travel,Gilbert,AZ,scottdescending
35011,Desert Hills Motel,Las Vegas,NV,DesertHillsLV
35012,Vannah & Vannah,Las Vegas,NV,vannahsterling
35013,Angel Nails,Pittsburgh,PA,AngelNailsIt
35014,Epic Game Trailer,Phoenix,AZ,EpicGameTrailer
35015,Bloody Wolf Tattoo,Phoenix,AZ,BloodyWolfTat
35016,Insurancewide,Phoenix,AZ,Insurancewide
35017,Zen Foot Spa,Las Vegas,NV,ZENHandFootSpa
35018,All American Relocation,Charlotte,NC,AllAmerican98
35019,Walmart Supercenter,Charlotte,NC,WalSupercenter
35020,Gourmet Wok,Las Vegas,NV,AsianGourmetWok
35021,J & M Belize Travel,Pittsburgh,PA,JMBelizetravel
35022,Westwind Air Service,Phoenix,AZ,WestwindTour
35023,Unique Dent Removal,Phoenix,AZ,UniqueDent
35024,Twilight Designs,Las Vegas,NV,twilightdes
35025,Federal Courthouse,Las Vegas,NV,LeMeridienTampa
35026,Tina's Alterations,Charlotte,NC,TinaCarre
35027,Brook Dunning,Chandler,AZ,bajabrook
35028,Image360 - Las Vegas,Las Vegas,NV,image360lvs
35029,Empire Today,Las Vegas,NV,EmpireToday
35030,MetroPCS,Phoenix,AZ,MetroByTMobile
35031,TP Photography,Las Vegas,NV,tpphotography
35032,LA Nails,Charlotte,NC,TuLa2Nails
35033,Sushi Ave,Gilbert,AZ,PescadoSushi
35034,Salon V,Las Vegas,NV,WICBham2018
35035,Precision Chem-Dry,Las Vegas,NV,ChemDrySoCal
35036,RedFlint,Las Vegas,NV,RedFlintVegas
35037,Walgreens,Mesa,AZ,Walgreens
35038,University of Phoenix,Phoenix,AZ,UOPX
35039,Shell Chiropractic,Phoenix,AZ,ShellChiro
35040,Concentra Medical Centers,Phoenix,AZ,ConcentraHealth
35041,Clinical Pathology Laboratories,Las Vegas,NV,ARUPLabs
35042,Fired Pie,Phoenix,AZ,FiredPie
35043,Panera Bread,Las Vegas,NV,panerabread
35044,Public Storage,Charlotte,NC,PublicStorage
35045,Place on 7th,Las Vegas,NV,AnotherPlace7th
35046,Fremont Villas,Las Vegas,NV,FremontVillasLV
35047,Adams Auto Group,Charlotte,NC,AdamsAGI
35048,Lebowski's Neighborhood Grill,Charlotte,NC,Lebowskis
35049,Avalon Hills,Phoenix,AZ,avalonhillsUT
35050,Walmart Supercenter,Charlotte,NC,WalSupercenter
35051,Fat Tuesday,Las Vegas,NV,fat_tues_day
35052,Pier 1 Imports,Scottsdale,AZ,pier1
35053,City Market Deli,Scottsdale,AZ,elmcitymarket
35054,Food City,Phoenix,AZ,FoodCity
35055,Pure Hair Extensions,Phoenix,AZ,B_IndulgenceNG
35056,Luz Rueda,Phoenix,AZ,LuzdeAmorRueda
35057,Enterprise Rent a Car,Phoenix,AZ,Enterprise
35058,Lorelei Boutique,Tempe,AZ,LoreleiBoutique
35059,The Mix,Las Vegas,NV,NewYorker
35060,Phuket Thai Cuisine,Chandler,AZ,Paresa_Phuket
35061,AAMCO Transmissions & Total Car Care,Pittsburgh,PA,AAMCOEAST
35062,Broadway Auto Parts,Pittsburgh,PA,BroadwayAutoIN
35063,LandTeck,Henderson,NV,landteck7
35064,Green Garden,Pittsburgh,PA,BarnetCouncil
35065,Wells Fargo Bank,Phoenix,AZ,WellsFargo
35066,Papa John's Pizza,Charlotte,NC,PapaJohns
35067,Popeyes Louisiana Kitchen,Charlotte,NC,PopeyesChicken
35068,Xtreme Pools,Henderson,NV,XtremeCleanPool
35069,Chicago Title,Las Vegas,NV,ChicagoTitleATX
35070,Papa John's Pizza,Gilbert,AZ,PapaJohns
35071,Downtowner,Las Vegas,NV,WeLoveDowntown
35072,Avare' Salon,Mesa,AZ,AVALE81135659
35073,BATHHOUSE Spa,Las Vegas,NV,BellinterHouse
35074,The UPS Store,Phoenix,AZ,TheUPSStore
35075,Nevada State Recycle,Las Vegas,NV,NevadaStateRecy
35076,The Shoppes at The Palazzo,Las Vegas,NV,ReneTylerCEO
35077,Beer Park,Las Vegas,NV,BeerParkLV
35078,Nathan's Famous,Las Vegas,NV,originalnathans
35079,Hash House A Go Go,Las Vegas,NV,HashHouseAGoGo
35080,Rockwell Tennis,Las Vegas,NV,SteveSlon
35081,Mountainside Fitness,Scottsdale,AZ,MtnsideFitness
35082,Vue 5325,Las Vegas,NV,Vue5325
35083,Robert The Tailor,Scottsdale,AZ,The__Tailor
35084,Boot Barn,Scottsdale,AZ,bootbarn
35085,Chennai Curries,Charlotte,NC,chennai_curries
35086,The Magic of Learning,Henderson,NV,GetKahoot
35087,Founders Federal Credit Union,Charlotte,NC,foundersfcu
35088,Sierra Sky Dental,Phoenix,AZ,SierraSkyDental
